id,rate_unemployment,percent_college,percent_married,median_income,average_act,percent_lunch,year,L_id,state,zip_code,school_type,school_level,charter,PerPupil_Total_Expenditure,PerPupil_Salary_Expenditure,PerPupil_Benefits_Expenditure,PerInstructor_Total_Expenditure,PerInstructor_Salary,PerInstructor_Benefits,PerPupil_StudentSupport_Expenditure
292031001077,0.129277566539924,0.512335789810958,0.677245104659014,36915.0,20.9,0.431718061674009,2016-2017,2920310,MO,65705,Regular School,High,No,8333.0,5128.0,1442.0,5041.0,3422.0,956.0,282.0
292041001086,0.0903873744619799,0.385575589459085,0.536764705882353,35462.0,20.3,0.330808080808081,2016-2017,2920410,MO,65340,Regular School,High,No,9014.0,5591.0,1699.0,5644.0,3907.0,1176.0,352.0
292043001090,0.0653540008378718,0.557749259624877,0.751596877217885,45607.0,21.9,0.311331133113311,2016-2017,2920430,MO,65706,Regular School,High,No,8216.0,4821.0,1443.0,5121.0,3555.0,1027.0,297.0
292049001095,0.0663354037267081,0.728571428571429,0.433443344334433,32996.0,21.7,0.152542372881356,2016-2017,2920490,MO,64468,Regular School,High,No,10535.0,6131.0,2064.0,6804.0,4296.0,1395.0,336.0
292055001099,0.0644329896907216,0.362334407447189,0.815373021853806,38946.0,20.8,0.290909090909091,2016-2017,2920550,MO,64469,Regular School,High,No,9877.0,5488.0,1539.0,5860.0,3918.0,1105.0,307.0
292061001104,0.0488404778636683,0.445222154595253,0.737617924528302,40250.0,20.0,0.488,2016-2017,2920610,MO,64831,Regular School,High,No,8752.0,5466.0,1300.0,5514.0,3870.0,903.0,220.0
292067001115,0.0711126233412725,0.647983595352016,0.619348054679285,47452.0,22.3,0.292049756625203,2016-2017,2920670,MO,63125,Regular School,High,No,9623.0,6148.0,1868.0,5703.0,4035.0,1181.0,404.0
292067001118,0.0478723404255319,0.753405994550409,0.778378378378378,42717.0,23.6,0.156816851960211,2016-2017,2920670,MO,63129,Regular School,High,No,9623.0,6148.0,1868.0,5703.0,4035.0,1181.0,404.0
292070001127,0.0676020408163265,0.568516421291053,0.442882249560633,33378.0,20.2,0.374074074074074,2016-2017,2920700,MO,63555,Regular School,High,No,9420.0,5503.0,1911.0,5917.0,3730.0,1232.0,313.0
292081001137,0.0985820391627279,0.36742671009772,0.577156743620899,47014.0,18.9,0.381924198250729,2016-2017,2920810,MO,65265,Regular School,High,No,9234.0,6036.0,1709.0,5612.0,3976.0,1102.0,412.0
292094001144,0.0521806853582555,0.335301837270341,0.448703494926719,36411.0,19.9,0.5,2016-2017,2920940,MO,63556,Regular School,High,No,10060.0,5603.0,1864.0,6161.0,3760.0,1243.0,276.0
